Question,Answer,Metadata
ရောဂါပိုးကပ်ညှိနေနိုင်သည့် မျက်နှာပြင်များကို ဘာလုပ်သင့်သလဲ?,ရောဂါပိုးကပ်ညှိနေနိုင်သည့် မျက်နှာပြင်များကို ပိုးသတ်ပြီး သန့်ရှင်းအောင် ထားသင့်သည်။,Annotated by Min Si Thu
ရောဂါပိုးကပ်ညှိနေနိုင်သည့် စွန့်ပစ်ပစ္စည်းများကို ဘယ်လိုကိုင်တွယ်သင့်သလဲ?,ရောဂါပိုး ကပ်ညှိနေနိင်သည့် စွန့်ပစ်ပစ္စည်းများ (ဥပမာ- အနာဆေးထည့်သည့်ဂွမ်း) စသည်တို့ကို စနစ်တကျ စွန့်ပစ်သင့်သည်။,Annotated by Min Si Thu
မျောက်ကျောက်ရောဂါကို ဘယ်နှစ်မှာ စတင်တွေ့ရှိခဲ့သလဲ?,မျောက်ကျောက်ရောဂါကို ၁၉၅၈ ခုနှစ်တွင် စတင်တွေ့ရှိခဲ့သည်။,Annotated by Min Si Thu
မျောက်ကျောက်ရောဂါကို ဘယ်နေရာမှာ စတင်တွေ့ရှိခဲ့သလဲ?,ဒိန်းမတ်နိုင်ငံ ကိုပင်ဟေဂင်မြို့ရှိ ဓာတ်ခွဲခန်းတွင် စတင်တွေ့ရှိခဲ့သည်။,Annotated by Min Si Thu
မျောက်ကျောက်ရောဂါကို လူသားများတွင် ဘယ်နှစ်မှာ စတင်တွေ့ရှိခဲ့သလဲ?,လူသားများတွင် ၁၉၇၀ ပြည့်လွန်နှစ်များက စတင်တွေ့ရှိခဲ့သည်။,Annotated by Min Si Thu
မျောက်ကျောက်ရောဂါ လူသားများတွင် စတင်ဖြစ်ပွားခဲ့သော နေရာဒေသက ဘယ်နေရာတွေလဲ?,အာဖရိကတိုက် ကွန်ဂိုနိုင်ငံ၏ အလယ်ပိုင်းနှင့် အနောက်ပိုင်းနိုင်ငံရှိ အပူပိုင်းမိုးသစ်တောများတွင် စတင်ဖြစ်ပွားခဲ့သည်။,Annotated by Min Si Thu
မျောက်ကျောက်ရောဂါ ပြန်လည်ပေါ်ထွန်းလာခဲ့သော နှစ်နှင့် နေရာများကို ဖော်ပြပါ။,၂၀၀၀ ပြည့်နှစ် နောက်ပိုင်းတွင် တောင်ဆူဒန်နှင့် အခြားအာဖရိကနိုင်ငံများ၌ ပြန်လည်ပေါ်ထွန်းလာခဲ့သည်။,Annotated by Min Si Thu
အမေရိကန်ပြည်ထောင်စုတွင် မျောက်ကျောက်ရောဂါ စတင်ဖြစ်ပွားခဲ့သော အဖြစ်အပျက်ကို ဖော်ပြပါ။,၂၀၀၃ ခုနှစ် မေလတွင် အမေရိကန်ပြည်ထောင်စု ဝစ္စကိုဆင်ပြည်နယ်မှ ကလေးငယ်တစ်ဦး ခွေးကိုက်ခံရပြီးနောက် ထိုရောဂါကူးစက်ခံခဲ့ရသည်။,Annotated by Min Si Thu
အမေရိကန်ပြည်ထောင်စုတွင် ဖြစ်ပွားခဲ့သော မျောက်ကျောက်ရောဂါ၏ ဇစ်မြစ်က ဘာလဲ?,ဂါနာနိုင်ငံမှ တင်သွင်းသောကြွက်များကို ရောင်းချသည့် အိမ်မွေးတိရစ္ဆာန်စတိုးဆိုင်မှ စတင်ဖြစ်ပွားသည်ဟု ဆိုကြသည်။,Annotated by Min Si Thu
မျောက်ကျောက်ရောဂါ၏ အဓိကလက္ခဏာများမှာ အဘယ်နည်း?,ဖျားခြင်း၊ ခေါင်းအရမ်းကိုက်ခြင်း၊ ကြွက်သားနာကျင်ခြင်း၊ ခါးနာခြင်း၊ အားအင်ကုန်ခမ်းခြင်း၊ ပြန်ရည်အိပ် (Lymph node) များ ရောင်ရမ်းခြင်းနှင့် အရေပြားပေါ်တွင် အနီကွက်များ ထွက်ခြင်း သို့မဟုတ် အဖုအပိန့်များ၊ အရည်ကြည်ဖုများထွက်ခြင်းတို့ ဖြစ်သည်။,Annotated by Min Si Thu
မျောက်ကျောက်ရောဂါဖြစ်နေစဉ် အရေပြားပေါ်တွင် အနီကွက်များ ဘယ်အချိန်မှာ စတင်တွေ့ရတတ်သလဲ?,အနီကွက်များကို စတင်ဖျားပြီး တစ်ရက်မှ သုံးရက်အတွင်း တွေ့ရလေ့ရှိပါသည်။,Annotated by Min Si Thu
မျောက်ကျောက်ရောဂါဖြစ်နေစဉ် အရေပြားပေါ်တွင် ဘယ်လိုပုံစံများ တွေ့ရတတ်သလဲ?,အဖုအပိန့်များအနေဖြင့်လည်းကောင်း၊ အရည်ကြည် သို့မဟုတ် အဝါရောင်အရည်များပြည့်နေသည့် အရည်ကြည်ဖု၊ ပြည်ဖု အနေအထားဖြင့်လည်းကောင်း တွေ့ရှိရပါသည်။,Annotated by Min Si Thu
မျောက်ကျောက်ရောဂါဖြစ်နေစဉ် အဖုအပိန့်များ ဘယ်လိုပြောင်းလဲသွားတတ်သလဲ?,အရည်ကြည်ဖုများသည် ပေါက်ပီး ခြောက်သွေ့ကာ အနာဖေးအနေဖြင့် ကွာကျသွားပါလိမ့်မည်။,Annotated by Min Si Thu
မျောက်ကျောက်ရောဂါဖြစ်နေစဉ် အဖုအပိန့်များကို အများဆုံး ဘယ်နေရာတွေမှာ တွေ့ရတတ်သလဲ?,အဖုအပိန့်အများစုကို မျက်နှာ၊ လက်ဖဝါးနှင့် ခြေဖဝါးတို့မှာ တွေ့ရတတ်ပါသည်။ ၎င်းတို့ကို ပါးစပ်၊ လိင်အင်္ဂါတစ်ဝိုက်နှင့် မျက်စိတွင်လည်း တွေ့ရတတ်ပါသည်။,Annotated by Min Si Thu
မျောက်ကျောက်ရောဂါဖြစ်နေစဉ် ရောဂါလက္ခဏာများ ပျံ့နှံ့နေသည့် ကာလက ဘယ်လောက်ကြာတတ်သလဲ?,အများအားဖြင့် ရောဂါလက္ခဏာများသည် (၂) ပတ်မှ (၄) ပတ်အထိ ကြာတတ်ပါသည်။,Annotated by Min Si Thu
မျောက်ကျောက်ရောဂါ သံသယရှိပါက ဘာလုပ်သင့်သလဲ?,သင့်တွင် မျောက်ကျောက်ရောဂါနှင့်တူသော လက္ခဏာများ ခံစားနေရသည်ဟု သံသယရှိပါက ကျန်းမာရေးဝန်ထမ်းများထံမှ အကြံဉာဏ်ကိုရယူသင့်ပါသည်။,Annotated by Min Si Thu
မျောက်ကျောက်ရောဂါလူနာနှင့် ထိတွေ့ခဲ့ပါက ဘာလုပ်သင့်သလဲ?,သံသယ သို့မဟုတ် အတည်ပြု မျောက်ကျောက်ရောဂါ ဖြစ်ပွားနေသည့်လူနာနှင့် အနီးကပ်ထိတွေ့ခဲ့ပါက ကျန်းမာရေးဝန်ထမ်းများကို အသိပေးသင့်ပါသည်။,Annotated by Min Si Thu
ကျောက်ကြီးရောဂါ (smallpox) ကာကွယ်ဆေးများသည် မျောက်ကျောက်ရောဂါကို မည်သို့ကာကွယ်နိုင်သနည်း?,ကျောက်ကြီးရောဂါ ကာကွယ်ဆေးတော်တော်များများသည် မျောက်ကျောက်ရောဂါ ကူးစက်မှုမှ တစ်စိတ်တစ်ဒေသကာကွယ်မှု ပေးနိုင်ပါသည်။,Annotated by Min Si Thu
မျောက်ကျောက်ရောဂါအတွက် ခွင့်ပြုချက်ရရှိထားသော ကာကွယ်ဆေးအသစ်၏ အမည်က ဘာလဲ?,"MVA-BN, Imvamune, Imvanex of Jyynneo ဟုခေါ်သော ကာကွယ်ဆေးအသစ်တစ်မျိုးသည် မျောက်ကျောက်ရောဂါ ကူးစက်ခြင်းမှကာကွယ်ရန် ၂၀၁၉ ခုနှစ်တွင် ခွင့်ပြုချက်ရရှိထားပါသည်။",Annotated by Min Si Thu
မျောက်ကျောက်ရောဂါအတွက် ကာကွယ်ဆေးအသစ်၏ လက်ရှိအသုံးပြုမှုအခြေအနေက ဘယ်လိုရှိသလဲ?,2024 ခုနှစ်တွင် ကာကွယ်ဆေးအသစ်သည် တစ်ကမ္ဘာလုံး အတိုင်းအတာအနေဖြင့် တွင်တွင်ကျယ်ကျယ် အသုံးမပြုနိုင်သေးပါ။,Annotated by Min Si Thu
ကမ္ဘာ့ကျန်းမာရေးအဖွဲ့သည် မျောက်ကျောက်ရောဂါကာကွယ်ဆေးနှင့်ပတ်သက်၍ မည်သို့ဆောင်ရွက်နေသနည်း?,ကမ္ဘာ့ကျန်းမာရေးအဖွဲ့သည် ကာကွယ်ဆေးကို ပိုမိုအသုံးပြုနိုင်ရန် ကာကွယ်ဆေးထုတ်လုပ်သူများနှင့် ပူးပေါင်းဆောင်ရွက်လျက်ရှိပါသည်။,Annotated by Min Si Thu
မူလကျောက်ကြီးရောဂါကာကွယ်ဆေးကို လက်ရှိအချိန်တွင် အသုံးပြုနိုင်ပါသလား?,မူလပထမ ကျောက်ကြီးရောဂါကာကွယ်ဆေးသည် ယခုအချိန်တွင် ပြည်သူများအား ထိုးနှံနိုင်မှုမရှိတော့ပါ။,Annotated by Min Si Thu
ကျောက်ကြီးရောဂါကာကွယ်ဆေးထိုးနှံခြင်းကို ဘယ်အချိန်က ရပ်နားခဲ့သလဲ?,ကျောက်ကြီးရောဂါ ကာကွယ်ဆေးကို ၁၉၈၀ ခုနှစ်နောက်ပိုင်း အချိန်မှစ၍ ရပ်နားလိုက်ပါသည်။,Annotated by Min Si Thu
လက်ရှိအချိန်တွင် မည်သူတို့က ကျောက်ကြီးရောဂါကာကွယ်ဆေးအသစ်ကို ထိုးနှံထားပြီးဖြစ်သနည်း?, ဓါတ်ခွဲဝန်ထမ်းတချို့ သို့မဟုတ် ကျန်းမာရေးဝန်ထမ်းများသည် လက်ရှိအချိန်တွင် မကြာသေးမှီက ထုတ်လုပ်ထားသည့် ကျောက်ကြီးရောဂါကာကွယ်ဆေးအား ထိုးနှံထားပြီးဖြစ်ပါသည်။,Annotated by Min Si Thu
မျောက်ကျောက်လူနာအများစုတွင် ရောဂါလက္ခဏာများ ပျောက်ကင်းသွားရန် မည်မျှကြာတတ်သနည်း?,ရက်သတ္တပါတ်အနည်းငယ်အတွင်း,Annotated by Min Si Thu
မျောက်ကျောက်ရောဂါကြောင့် ပိုမိုပြင်းထန်သော ရောဂါလက္ခဏာများခံစားရနိုင်သူများမှာ မည်သူတို့ဖြစ်သနည်း?,မွေးကင်းစကလေးငယ်များ၊ ကလေးများနှင့် ခုခံအားကျဆင်းနေသည့်သူများ,Annotated by Min Si Thu
မျောက်ကျောက်ရောဂါ၏ နောက်ဆက်တွဲဆိုးကျိုးများမှာ အဘယ်နည်း?,အရေပြားတွင် အနာဖြစ်ခြင်း၊ အဆုတ်ရောင်ခြင်း၊ စိတ်ကယောင်ခြောက်ခြားဖြစ်ခြင်းနှင့် မျက်လုံးသို့ရောဂါပိုးဝင်ပြီး အမြင်အာရုံထိခိုက်ခြင်း,Annotated by Min Si Thu
မျောက်ကျောက်ရောဂါ ဖြစ်ပွားနေသူတစ်ဦးသည် ဘယ်လောက်ကြာ အခြားသူကို ကူးစက်စေနိုင်သလဲ?,ရောဂါလက္ခဏာခံစားနေရချိန် (ပုံမှန်အားဖြင့် ၂ ပတ်မှ ၄ ပတ်အတွင်း) တွင် အခြားသူကို ကူးစက်စေနိုင်သည်။,Annotated by Min Si Thu
မျောက်ကျောက်ရောဂါ ဘယ်လိုကူးစက်နိုင်သလဲ?,ရောဂါလက္ခဏာခံစားနေသူကို အနီးကပ် ကိုင်တွယ်ထိတွေ့ခြင်းမှ ကူးစက်နိုင်သည်။,Annotated by Min Si Thu
မျောက်ကျောက်ရောဂါ ကူးစက်နိုင်သော နည်းလမ်းများကို ဖော်ပြပါ,အနီကွက်၊ ခန္ဓာကိုယ်မှ ထွက်သောအရည်များ၊ အနာဖေးများ၊ ရောဂါဖြစ်ပွားသူ ထိတွေ့ထားသော ပစ္စည်းများ၊ တံတွေး စသည်တို့မှ ကူးစက်နိုင်သည်။,Annotated by Min Si Thu
မျောက်ကျောက်ရောဂါ ကူးစက်နိုင်ခြေ အများဆုံးဖြစ်သူတွေက ဘယ်သူတွေလဲ?,ကျန်းမာရေးဝန်ထမ်းများ၊ အတူနေမိသားစုဝင်များနှင့် လိင်ဆက်ဆံဖက်တို့သည် ကူးစက်ခံရနိုင်ခြေ ပိုများသည်။,Annotated by Min Si Thu
ကိုယ်ဝန်ဆောင်မိခင်များမှ သန္ဓေသားသို့ မျောက်ကျောက်ရောဂါ ကူးစက်နိုင်ပါသလား?,ကိုယ်ဝန်ဆောင်မိခင်များ၏ အချင်းတိုင်မှတစ်ဆင့် သန္ဓေသားဆီသို့ ကူးစက်နိုင်ပြီး၊ မီးဖွားချိန်နှင့် မီးဖွားပြီးချိန်တွင်လည်း ကူးစက်နိုင်သည်,Annotated by Min Si Thu
မျောက်ကျောက်ရောဂါ၏ ထူးခြားချက်က ဘာလဲ?,ပေါင်ခြံ၊ ချိုင်း၊ လည်ပင်း စသည့်နေရာများတွင် အကျိတ်များ ထွက်ပေါ်လာသည်။,Annotated by Min Si Thu
မျောက်ကျောက်ရောဂါလက္ခဏာများသည် ဘာနှင့် ဆင်တူသနည်း?,ရေကျောက်ရောဂါနှင့် ဆင်တူသည်။,Annotated by Min Si Thu
ရေကျောက်ဖုများနှင့် မျောက်ကျောက်ဖုများ၏ ကွာခြားချက်က ဘာလဲ?,ရေကျောက်ဖုများသည် အမျိုးမျိုးရှိကြပြီး မျောက်ကျောက်ဖုများက အရွယ်တူ၊ ပုံစံတူများသာဖြစ်သည်။,Annotated by Min Si Thu
မျောက်ကျောက်ရောဂါ၏ အဖုအကွက်များ ဘယ်နေရာတွေမှာ ပိုထွက်လေ့ရှိသလဲ?,မျက်နှာ၊ ခြေ၊ လက်တို့ပေါ်တွင် ပိုထွက်တတ်သည်။,Annotated by Min Si Thu
မျောက်ကျောက်ရောဂါကူးစက်ခံရသူများ၏ ဘယ်နှရာခိုင်နှုန်းက မျက်နှာပေါ်တွင် အဖုထွက်လေ့ရှိသလဲ?,၉၅ ရာခိုင်နှုန်း,Annotated by Min Si Thu
မျောက်ကျောက်ရောဂါကူးစက်ခံရသူများ၏ လက်ဖဝါး၊ ခြေဖဝါးပေါ်တွင် အဖုထွက်လေ့ရှိသူ ရာခိုင်နှုန်းက ဘယ်လောက်လဲ?,၇၅ ရာခိုင်နှုန်း,Annotated by Min Si Thu
မျောက်ကျောက်ရောဂါကူးစက်ခံရသူများ၏ ပါးစပ် (ခံတွင်း)တွင် အဖုထွက်လေ့ရှိသူ ရာခိုင်နှုန်းက ဘယ်လောက်လဲ?,၇၀ ရာခိုင်နှုန်း,Annotated by Min Si Thu
မျောက်ကျောက်ရောဂါကူးစက်ခံရသူများ၏ လိင်အင်္ဂါပေါ်တွင် အဖုထွက်လေ့ရှိသူ ရာခိုင်နှုန်းက ဘယ်လောက်လဲ?,၃၀ ရာခိုင်နှုန်း,Annotated by Min Si Thu
၂၀၂၂ ခုနှစ်တွင် မျောက်ကျောက်ရောဂါ မည်သည့်နေရာများတွင် ပျံ့နှံ့လာသနည်း?,အာဖရိကအလယ်ပိုင်းနှင့် အနောက်ပိုင်း၊ ဥရောပ၊ မြောက်အမေရိကနှင့် ကမ္ဘာ့နေရာအနှံ့အပြား,Annotated by Min Si Thu
မူရင်းတွေ့ရှိခဲ့သော မျောက်ကျောက်ရောဂါသည် မည်သို့ ကူးစက်နိုင်သနည်း?,ရောဂါပိုးရှိသော လူ သို့မဟုတ် တိရစ္ဆာန် သို့မဟုတ် အရာဝတ္ထုပစ္စည်းများနှင့် အနီးကပ်ထိတွေ့ခြင်း၊ ကိုင်တွယ်ခြင်းဖြင့် ကူးစက်နိုင်သည်,Annotated by Min Si Thu
၂၀၂၂ ခုနှစ် မေလတွင် မျောက်ကျောက်ရောဂါ မည်သို့ ကူးစက်ပျံ့နှံ့လာသနည်း?,အမျိုးသားအချင်းချင်း လိင်တူဆက်ဆံခြင်းမှတစ်ဆင့် ကူးစက်လာသည်။,Annotated by Min Si Thu
မျောက်ကျောက်ရောဂါ၏ မျိုးဗီဇအပြောင်းအလဲသည် မျှော်မှန်းထားသည်ထက် မည်မျှ ပိုမိုမြန်ဆန်သနည်း?,၁၂ ဆ,Annotated by Min Si Thu
မည်သူများတွင် မျောက်ကျောက်ရောဂါ ပိုမိုပြင်းထန်သော လက္ခဏာများ ဖြစ်နိုင်သနည်း?,မွေးကင်းစကလေးငယ်များ၊ ကလေးသူငယ်များနှင့် မူလကိုယ်ခံအားနည်းသူများ,Annotated by Min Si Thu
မျောက်ကျောက်ရောဂါကြောင့် သေဆုံးနိုင်ခြေ ရှိပါသလား?,ရှားရှားပါးပါးအခြေအနေတွင် သေဆုံးနိုင်ကြောင်း သိရသည်,Annotated by Min Si Thu
မျောက်ကျောက်ရောဂါ ကူးစက်နိုင်ခြေ အလွန်မြင့်မားသလား?,မမြင့်မားပါ။ အများပြည်သူအတွက် ကူးစက်နိုင်သောအန္တရာယ် နည်းပါးပါသည်။,Annotated by Min Si Thu
မျောက်ကျောက်ရောဂါ ကူးစက်ရန် မည်သို့သော ထိတွေ့မှု လိုအပ်သနည်း?,ရောဂါပိုးရှိသူနှင့် အနီးကပ် ထိတွေ့ဆက်ဆံရန် လိုအပ်သည်။ ဥပမာ အရေပြားခြင်း ထိတွေ့ခြင်း။,Annotated by Min Si Thu
ကမ္ဘာ့ကျန်းမာရေးအဖွဲ့က မျောက်ကျောက်ရောဂါကို မည်သို့ သတ်မှတ်ထားသနည်း?,ဦးစားပေးရောဂါပိုးတစ်ခုအဖြစ် နှစ်ပေါင်းများစွာကတည်းက သတ်မှတ်ထားသည်။,Annotated by Min Si Thu
လက်ရှိ မျောက်ကျောက်ရောဂါ ဖြစ်ပွားမှုသည် ပုံမှန်ဖြစ်ပေါ်နေကျ အခြေအနေ ဟုတ်ပါသလား?,မဟုတ်ပါ။ ပုံမှန်ဖြစ်ပေါ်နေကျ ကူးစက်ပြန့်ပွားမှု အခြေအနေ မဟုတ်ပါ။,Annotated by Min Si Thu
ကမ္ဘာ့ကျန်းမာရေးအဖွဲ့အတွက် မျောက်ကျောက်နှင့်ပတ်သတ်ပြီး မည်သည့်အရာက ဦးစားပေးဖြစ်သနည်း?,ဗိုင်းရပ်စ်ပိုး မည်ကဲ့သို့ ပြန့်ပွားလာခြင်းနှင့် လူအများပိုမိုကူးစက်ခြင်းမှ ကာကွယ်ရန်တို့ ဖြစ်သည်။,Annotated by Min Si Thu
နောက်ထပ်မျောက်ကျောက်ကူးစက်မှုကို ရပ်တန့်ရန် မည်သည့်အရာက အထောက်အကူဖြစ်စေမည်နည်း?,လူထုအား အသိပညာပေးခြင်းသည် နောက်ထပ်ကူးစက်မှုကို ရပ်တန့်ရန်အတွက် အထောက်အကူဖြစ်စေမည်။,Annotated by Min Si Thu
မျောက်ကျောက်ရောဂါနှင့် ပတ်သက်၍ မည်သို့သော သတင်းများကို မြင်တွေ့နေရသနည်း?,လူအုပ်စုတစ်ချို့တို့ကို နှိမ်ချ ဆက်ဆံသည့်သတင်းများ၊ ပြောဆိုမှုများကို မြင်တွေ့နေရပါသည်။,Annotated by Min Si Thu
မည်သူတို့သည် မျောက်ကျောက်ရောဂါ ကူးစက်နိုင်ခြေရှိသနည်း?,မျောက်ကျောက်ရောဂါရှိသူနှင့် ရုပ်ပိုင်းဆိုင်ရာ အနီးကပ်ထိတွေ့ ဆက်ဆံဖူးသူတိုင်းသည် ရောဂါကူးစက်နိုင်ခြေရှိပါသည်။,Annotated by Min Si Thu
ရောဂါဖြစ်ခြင်းသည် လူတစ်ဦး၏ ကိုယ်ရေးကိုယ်တာ အချက်အလက်များနှင့် ဆက်စပ်မှုရှိပါသလား?,ထိုသူက မည်သူမည်ဝါဖြစ်သည်၊ ဘာလုပ်ကိုင်သည်၊ မည်သူနှင့်လိင်ဆက်ဆံသူဖြစ်သည် စသည့်အချက်အလက်များနှင့် ရောဂါဖြစ်ခြင်းတို့မှာ ဆက်စပ်ခြင်း လုံးဝ မရှိပါ။,Annotated by Min Si Thu
မကျန်းမာသူများအပေါ် နှိမ်ချဆက်ဆံခြင်းသည် မည်သို့သော အကျိုးဆက်များ ဖြစ်စေသနည်း?,အခြေအနေများကို ပိုမိုဆိုးရွားစေပြီး၊ ရောဂါပျံ့ပွားမှု အမြန်အဆုံးသတ်ရန်ကိုလည်း အဆီးအတားဖြစ်စေပါသည်။,Annotated by Min Si Thu
ရောဂါပိုးကူးစက်ခံရသူများနှင့် ပတ်သက်၍ ကျွန်ုပ်တို့ မည်သို့ဆောင်ရွက်သင့်သနည်း?,ရောဂါပိုးကူးစက်ခြင်းခံရသူ သို့မဟုတ် ရောဂါသည်များကို ပြုစုစောင့်ရှောက်ပေးနေသော မည်သူကိုမဆို ပံ့ပိုးကူညီရန်,Annotated by Min Si Thu
မျောက်ကျောက်ရောဂါ ဘာကြောင့်ဖြစ်ပွားသလဲ?,မျောက်ကျောက် (Monkeypox) ဗိုင်းရပ်စ်ပိုးကြောင့်ဖြစ်ပွားသည်။,Annotated by Min Si Thu
မျောက်ကျောက်ရောဂါ ဘယ်လိုကူးစက်သလဲ?,တိရစ္ဆာန်မှတစ်ဆင့် လူသို့ကူးစက်နိုင်သလို လူအချင်းချင်းလည်း ကူးစက်ပြန့်ပွားနိုင်သည်။,Annotated by Min Si Thu
မျောက်ကျောက်ရောဂါ ဘယ်နေရာတွေမှာ အတွေ့များသလဲ?,အာဖရိကအလယ်ပိုင်းနှင့် အနောက်ပိုင်းဒေသတွေမှာ အတွေ့များသည်။,Annotated by Min Si Thu
မျောက်ကျောက်ဗိုင်းရပ်စ်ပိုး သယ်ဆောင်သော တိရစ္ဆာန်များ ဘယ်လိုနေရာမျိုးမှာ ကျက်စားသလဲ?,အပူပိုင်း မိုးသစ်တော ရာသီဥတုရှိသည့် နေရာများတွင် ကျက်စားသည်။,Annotated by Min Si Thu
အခြားနိုင်ငံများမှ မျောက်ကျောက်ရောဂါဖြစ်ပွားသူများနှင့် ပတ်သက်၍ ဘာကို တွေ့ရှိရတတ်သလဲ?,အာဖရိကအလယ်ပိုင်းနှင့် အနောက်ပိုင်းဒေသများသို့ သွားရောက်ခဲ့ခြင်းရှိသည်ကို တွေ့ရှိရတတ်သည်။,Annotated by Min Si Thu
MyanmarGPT Movement ဆိုတာဘာလဲ။,MyanmarGPT Movement ဆိုတာ မြန်မာ့အေအိုင်လှုပ်ရှားမှုတခုဖြစ်ပါတယ်။ ယခု dataset ကလည်း MyanmarGPT Movement တခုဖြစ်ပါတယ်။,Annotated by Min Si Thu
